ticker,classification,reasoning,theme
CRCL,core,"Circle provides a network utility and application platform leveraging stablecoins and the internet financial system, directly aligning with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
MA,core,"Mastercard's core business is providing payment technology and infrastructure, facilitating financial transactions globally, which directly aligns with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
JKHY,core,"Jack Henry & Associates provides financial technology solutions specifically for community banks and credit unions, directly aligning with the digital finance, payments, and fintech infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
XYZ,core,"Block's core business is providing payment solutions and financial services, encompassing platforms like Square and Cash App, directly aligning with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
GPN,core,"Global Payments provides payment technology and services to merchants and financial institutions, directly operating within the digital finance and payments industry.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
NU,core,"Nubank is a digital financial services company providing banking solutions, directly aligning with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
SYF,core,"Synchrony Financial's core business is consumer lending, digital lending, and payment solutions, directly aligning with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
COIN,core,"Coinbase is a cryptocurrency exchange and custodian, directly operating within the digital finance and payments space, providing core infrastructure for digital assets.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
BR,core,"Broadriidge Financial Solutions provides financial document solutions, wealth management platforms, and trading platforms, all of which directly fall under the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
JPM,core,"JPMorgan Chase's business is fundamentally in financial services, with a strong focus on digital transformation, AI, and sustainable finance, aligning directly with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
PNC,core,"PNC Financial Services Group is a major US bank offering a comprehensive suite of financial services, including retail banking, wealth management, and lending, and is actively investing in fintech and exploring new technologies like instant payments and mobile banking, indicating a direct involvement in the digital finance space.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
SSNC,core,"SS&C Technologies provides software and software-as-a-service solutions specifically for the financial services industry, including fintech markets, wealth management, and investment management technology, making it a core player in digital finance and fintech infrastructure.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
FITB,core,"Fifth Third Bancorp is a regional bank with a significant focus on digital banking and fintech partnerships, indicating a direct involvement in the digital finance and payments space.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
BK,core,"BNY Mellon is a leading global financial services company with a strong focus on technology and innovation to enhance operational efficiency and expand its service offerings, directly aligning with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
COLB,core,"Columbia Banking System offers a comprehensive suite of banking and wealth management services with a strong focus on digital and mobile banking, indicating its core business is directly related to digital finance and payments.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
RKT,core,"Rocket Companies, Inc. provides digital financial services, including consumer lending and mortgage lending, and has a robust digital platform ecosystem, aligning with the core of the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
WFC,not_relevanant,"Wells Fargo is a diversified financial services company, offering banking, investment, and wealth management, but its core business is not directly focused on digital finance, payments, neobanks, or fintech infrastructure. It is a user of technology within the broader financial services sector.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
CBSH,core,"Commerce Bancshares provides a comprehensive suite of financial services, including payment processing, which directly aligns with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
CXT,core,"Crane NXT's core business is providing technology solutions for asset security, authentication, and payment innovations, directly aligning with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
NET,core,"Cloudflare provides core infrastructure services like CDN, DNS, and DDoS protection, which are essential for digital finance, payments, neobanks, and fintech applications.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
AFRM,core,"Affirm's core business is providing Buy Now, Pay Later (BNPL) financing, which directly aligns with the Digital Finance, Payments, Neobanks & Fintech Infrastructure theme.","Digital Finance, Payments, Neobanks & Fintech Infrastructure"
META,core,"Meta Platforms' core business is the development and advancement of the metaverse, with significant investments in AR/VR technologies and AI platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
RBLX,core,"Roblox is a leading online game platform where users create and play games, effectively operating as a virtual world and a key player in the gaming market, aligning directly with the Metaverse, AR/VR, and Gaming themes.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
U,core,"Unity Software's primary business is creating interactive 3D experiences, which is central to the Metaverse, AR/VR, and gaming platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
HAS,core,"Hasbro's business is heavily focused on digital entertainment, gaming, and metaverse opportunities, with a strategic pivot towards digital and licensing, indicating a direct relevance to the theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
GME,not_relevanant,"GameStop is a retail chain specializing in video games, consoles, and related merchandise, primarily serving as a user of the gaming technology rather than a core provider or enabler within the metaverse, AR/VR, or digital reality platforms space.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
PTC,not_relevanant,"PTC's focus on Product Lifecycle Management (PLM) and Internet of Things (IoT) is related to digital transformation and manufacturing, but it does not directly align with the Metaverse, AR/VR, or Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
LNW,not_relevannt,"Light & Wonder is a gaming technology provider, which is a user of the technology, not a core or secondary beneficiary of the Metaverse, AR/VR, Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
IAC,core,"IAC is actively investing in AI-powered automation, metaverse expansion, and digital health solutions, indicating a direct focus on the metaverse, AR/VR, and gaming/digital reality platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
APP,core,"AppLovin's core business is mobile gaming and advertising, directly aligning with the Metaverse, AR/VR, Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
MSGS,not_relevanant,"While MSG Sports has digital platforms and is investing in technological innovation like MSG Sphere, its core business is sports teams and venues, which are not directly within the Metaverse, AR/VR, Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
TTWO,core,"Take-Two Interactive is a video game publisher and developer, directly involved in the creation and distribution of video games, which falls under the Metaverse, AR/VR, and Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
DV,not_relevannt,"The company provides digital advertising technology and data analytics solutions, which are tools used by advertisers and publishers, not a core component of the metaverse, AR/VR, or gaming platforms themselves.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
EA,core,"EA is a video game publisher and developer, directly involved in creating and publishing games, which is central to the Metaverse, AR/VR, and Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
TTD,not_relevanant,"The Trade Desk is a digital advertising technology company, which is a component of the broader digital advertising space, not directly related to the Metaverse, AR/VR, Gaming, or Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
RKT,not_relevant,"Rocket Companies Inc. provides digital financial services, which is related to financial technology but not directly to the Metaverse, AR/VR, Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
AKAM,not_relevanant,"Akamai is a CDN provider focused on content delivery, security, and intelligent platform services, which is a component of cloud infrastructure but not directly related to the Metaverse, AR/VR, Gaming, or Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
BYD,not_relevan,"Boyd Gaming is a casino and resort operator, which falls under the category of 'not_relevan' as it is a user of gaming technology rather than a core provider or enabler of the metaverse, AR/VR, or digital reality platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
MAT,core,"The company is actively integrating technology into its products and platforms, including metaverse exploration (Barbie on Roblox), indicating a direct involvement in the Metaverse and digital reality space.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
PINS,core,"Pinterest's core business is a visual discovery platform heavily focused on user-generated content, visual search, and e-commerce, aligning directly with the Metaverse, AR/VR, and Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
AAPL,core,"Apple's strategic direction explicitly mentions augmented reality (AR) and advanced materials as key areas of investment, indicating a direct focus on the Metaverse, AR/VR, and digital reality platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
VEEV,core,"Veeva Systems provides cloud-based software specifically for the life sciences industry, focusing on data management, regulatory compliance, and supply chain visibility, which directly aligns with the Metaverse, AR/VR, Gaming & Digital Reality Platforms theme by enabling digital transformation and data-driven insights within a key industry.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
CZR,not_relevannt,"Caesars Entertainment is a casino and hotel operator, which is a user of digital gaming platforms and a provider of hospitality services, not a core or secondary beneficiary of the metaverse, AR/VR, or gaming platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
ZM,not_relevanant,"Zoom Communications provides video conferencing and online meeting solutions, which are communication platforms, but not directly related to the Metaverse, AR/VR, Gaming, or Digital Reality platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
PENN,not_relevanant,"While Penn Entertainment is diversifying into sports betting and digital media, its core business remains traditional casinos, which is not directly aligned with the Metaverse, AR/VR, Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
ZBH,not_relevanant,"Zimmer Biomet is a medical device company focused on orthopedic implants and surgical instruments, not directly involved in the metaverse, AR/VR, gaming, or digital reality platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
CHDN,core,"The company's business is directly related to the Metaverse, AR/VR, Gaming & Digital Reality Platforms, with a strong focus on online wagering and gaming platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
GDDY,not_relevanant,"GoDaddy is a platform for businesses offering domain registration, website hosting, and digital marketing tools, primarily serving small businesses. While they are pivoting to AI, their core business is not directly related to the Metaverse, AR/VR, Gaming, or Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
ARES,not_relevanant,"Ares Management is an alternative asset manager with a diversified portfolio across various asset classes, including private equity, real estate, credit, and infrastructure, and is not directly focused on the Metaverse, AR/VR, Gaming, or Digital Reality platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
RDDT,not_relevanant,"Reddit is a social media platform, which is a user of digital reality platforms and not a core, secondary, or not relevant company to the Metaverse, AR/VR, Gaming & Digital Reality Platforms theme.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
V,not_relevanant,"Visa is a payment services corporation, facilitating digital payments, which is a financial technology sector, not directly related to the Metaverse, AR/VR, or gaming platforms.","Metaverse, AR/VR, Gaming & Digital Reality Platforms"
PFE,core,"Pfizer's business is directly focused on research, development, manufacturing, and marketing of prescription medicines, vaccines, and consumer healthcare products, with a strong emphasis on innovation in areas like oncology, rare diseases, mRNA therapeutics, and AI-driven drug discovery, aligning with the investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
CAI,core,"CARIS Life Sciences directly provides molecular profiling services and develops AI-driven solutions for cancer treatment, aligning with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
SRPT,core,"Sarepta Therapeutics directly develops and commercializes gene therapies for rare neuromuscular diseases, making gene therapy development its core business.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
BIO,core,"Bio-Rad Laboratories develops and manufactures products used in life science research and clinical diagnostics, directly aligning with the gene editing, synthetic biology, AI drug discovery, and digital health themes.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
UTHR,core,"United Therapeutics' primary focus is on developing therapies for rare lung diseases and organ transplantation, which directly aligns with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
BMRN,core,"BioMarin is a biotechnology company focused on developing gene therapies for rare genetic disorders, directly aligning with the gene editing and synthetic biology themes.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
APLS,core,"APELLIS PHARMACEUTICALS INC's core business is focused on developing novel therapies for diseases, particularly those driven by the complement system, which directly aligns with the gene editing, synthetic biology, AI drug discovery & digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
IONS,core,"Ionis Pharmaceuticals is a pharmaceutical company focused on developing therapeutics using antisense technology, directly aligning with the gene editing and synthetic biology themes.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
INSM,core,"Insmed is a biopharmaceutical company focused on developing novel therapies for rare and underserved diseases, with a strong pipeline in gene therapy and respiratory/inflammatory conditions, directly aligning with the gene editing, synthetic biology, AI drug discovery & digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
RARE,core,"Ultragenyx is a pharmaceutical company with a focus on developing gene therapies for rare genetic diseases, directly aligning with the gene editing and synthetic biology investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
DHR,core,"Danaher Corporation's business includes cutting-edge technologies in gene editing, advanced microscopy, molecular diagnostics, and drug development, aligning with the gene editing, synthetic biology, AI drug discovery & digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
CERT,core,"Certara's core business is providing technology-enabled solutions for drug discovery and development, directly aligning with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
CRL,core,"Charles River Laboratories is a Contract Research Organization (CRO) heavily involved in drug discovery and development, which directly aligns with the Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
TMO,core,"Thermo Fisher Scientific's core business is in scientific research, development, and manufacturing, with a significant focus on life sciences, healthcare, and biotechnology, directly aligning with the gene editing, synthetic biology, AI drug discovery, and digital health themes.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
QGEN,core,"QIAGEN's core business is providing sample and molecular biology solutions, with a strong focus on molecular diagnostics and personalized medicine, aligning directly with the Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
TEM,core,"The company's core business is focused on leveraging AI and machine learning to analyze medical data for personalized treatment recommendations, directly aligning with the Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
REGN,core,"Regeneron Pharmaceuticals is a biotechnology company whose primary business is focused on developing innovative therapies for diseases, leveraging proprietary technologies like Trap and VelociSuite, directly aligning with the gene editing, synthetic biology, AI drug discovery, and digital health themes.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
NBIX,core,"Neurocrine Biosciences is a biopharmaceutical company focused on drug discovery, development, and commercialization, directly aligning with the gene editing, synthetic biology, AI drug discovery & digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
AMGN,core,"Amgen is a biotechnology company focused on discovering, developing, and commercializing innovative therapeutics, which directly aligns with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
CLVT,core,"Clarivate's business model directly involves AI-driven solutions and digital health capabilities within the life sciences, particularly in drug development and patent analysis, making it a core player in the AI Drug Discovery & Digital Health theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
RVMD,core,"Revolution Medicines is a biopharmaceutical company whose core business is focused on developing targeted therapies for RAS-driven cancers, directly aligning with the gene editing, synthetic biology, AI drug discovery & digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
LLY,core,"Eli Lilly's business is directly focused on drug discovery and development, with strategic partnerships leveraging AI and machine learning for therapeutic advancements, aligning with the gene editing, synthetic biology, AI drug discovery & digital health theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
RVTY,core,"Revvity's focus on reagents and e-commerce specifically serves the cell and gene therapy market, aligning directly with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
PODD,core,"Insulet develops insulin delivery systems, with a focus on AI-powered glucose monitoring and management, directly aligning with the gene editing, synthetic biology, AI drug discovery & digital health theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
OGN,core,"OrgaNon is a pharmaceutical company with a strong focus on therapeutic areas including cardiovascular, respiratory, and dermatology, and significant investment in R&D for new therapies, aligning with the gene editing, synthetic biology, AI drug discovery & digital health theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
INCY,core,"Incyte is a pharmaceutical company focused on discovering, developing, and commercializing therapies for cancer and inflammatory diseases, directly aligning with the gene editing, synthetic biology, AI drug discovery & digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
GEHC,core,"GE HealthCare's business is directly focused on developing and delivering innovative healthcare solutions, with a strong emphasis on AI integration and strategic direction towards services revenue, aligning with the Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
VRTX,core,"Vertex Pharmaceuticals is a biopharmaceutical company with a core business focused on developing and commercializing therapies for serious diseases, particularly cystic fibrosis, which directly aligns with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
ROIV,core,"Rovivant Sciences has strategically pivoted to focus on developing its own drug candidates and platform technologies, directly aligning with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
DOCS,core,"Doximity's core business is focused on healthcare technology, specifically providing tools and resources to physicians, which aligns with the gene editing, synthetic biology, AI drug discovery, and digital health investment theme.","Gene Editing, Synthetic Biology, AI Drug Discovery & Digital Health"
NOW,core,"ServiceNow's core business is a platform-as-a-service provider focused on workflow automation, with a strong emphasis on AI integration and generative AI capabilities, making it directly relevant to the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
NVDA,core,"NVIDIA's core business is the design of GPUs and AI hardware, directly fueling advancements in AI, gaming, data centers, and autonomous vehicles.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
TEAM,core,"Atlassian is explicitly developing and integrating AI-powered tools into its existing collaboration software, positioning it as a key player in the AI infrastructure and enterprise software space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
SNPS,core,"Synopsys is a leading provider of EDA software and services, with a strong focus on leveraging AI to automate chip design workflows, directly aligning with the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
PEGA,core,"Pega Systems specializes in workflow automation and generative AI-powered decision-making, directly aligning with the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
AXON,core,"The company is strategically pivoting towards AI-powered public safety tools, leveraging its strong market share in body-worn cameras and offering AI-driven report writing and evidence management solutions, indicating a direct focus on AI infrastructure and enterprise software within the public safety sector.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
CDNS,core,"Cadence Design Systems provides software and hardware for chip design, system-level verification, and electronic design automation (EDA), which are core to the AI infrastructure and chips space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
SNOW,core,"Snowflake's core business is a cloud-based data warehousing and analytics platform, with a strong focus on data services and generative AI integration, positioning it directly within the AI infrastructure space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
GOOG,core,"Alphabet Inc. has significant investment in AI, generative AI (through Google DeepMind), and AI-powered drug discovery, positioning it as a key player in the AI infrastructure and enterprise software space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
EPAM,core,"EPAM explicitly mentions AI, cloud computing, and AI-driven innovation as key differentiators and strategic areas of focus, indicating its primary business is in the AI and digital transformation space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
U,core,"Unity Software's core business is developing platforms for creating interactive 3D experiences, with a growing focus on enterprise applications and leveraging AI/ML technologies, making it directly relevant to the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
AVGO,core,"Broadcom's business is centered around semiconductor and infrastructure software, with a strategic focus on AI chips and data center solutions, aligning with the investment theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
RNG,core,"The company's business is centered around cloud-based communication and collaboration solutions, with a strong focus on AI-powered solutions like RingCX, AI Receptionist, and RingSense, directly aligning with the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
META,core,"Meta Platforms is explicitly investing heavily in AI, particularly generative AI (LLaMA 2), and specialized hardware/software (GPUs) to enhance its products and services, making it a core player in the AI infrastructure, generative AI platforms, and enterprise software space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
TWLO,not_relevant,"Twilio is a cloud communications platform, providing services for businesses, but it is not directly involved in the development of AI infrastructure, chips, generative AI platforms, or enterprise software. It serves as a user of communication technology, not a core provider in the specified theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
CRM,core,"Salesforce's business is fundamentally built around cloud computing solutions, with a strong emphasis on AI (Einstein) and customer success platforms, making it a core player in the AI infrastructure space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
ZBRA,secondary,"Zebra Technologies is expanding into AI and cloud services, making it a key beneficiary of these technologies rather than a core provider of them.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
CRWD,core,"CrowdStrike's core business is providing cloud-based threat intelligence and incident response, leveraging AI and machine learning for cybersecurity, which directly aligns with the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
PATH,core,"UiPath's core business is Robotic Process Automation (RPA), which is a key technology in AI infrastructure, chips, generative AI platforms, and enterprise software, specifically focusing on automation and integration with AI.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
PCOR,core,"Procore Technologies is a SaaS provider integrating AI, particularly generative AI, into construction management software, positioning it directly within the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
DOX,core,"Amdocs is actively expanding its capabilities in AI and cloud technologies, with amAIz built on NVIDIA's AI foundry and running on Microsoft Azure, indicating a direct focus on AI infrastructure and generative AI platforms.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
PSN,core,"Parsons Corp is actively pivoting towards AI/ML and cloud solutions, indicating a direct focus on AI infrastructure and related technologies, making it a core player in the theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
FFIV,core,"F5 Networks provides application delivery and security solutions, with a strong focus on cloud-native technologies and AI-powered security, aligning with the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
FMC,core,"FMC Corporation is strategically focused on generative AI, leveraging a platform for innovation and growth, indicating a direct involvement in the AI space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
INTU,core,"Intuition's strategic investment in generative AI and its focus on AI-driven financial services align directly with the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
NTNX,core,"Nutanix is a leading provider of hyper-converged infrastructure software, directly addressing the core need for cloud infrastructure and enterprise software.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
DUOL,core,"DuoLingo is actively pivoting to an AI-first development model and leveraging generative AI for new features like Super DuoLingo and DuoLingo Max, indicating a direct focus on AI technology and its application in education.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
ORCL,core,"Oracle is strategically expanding its presence in AI, cloud infrastructure, and generative AI platforms, making it a key player in the AI infrastructure space.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
DT,core,"DynaTrace's core business is an observability platform leveraging AI for application performance monitoring, directly aligning with the AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
ALAB,core,"Astera Labs is a semiconductor manufacturer specifically focused on high-speed connectivity solutions for data centers and AI infrastructure, directly aligning with the AI Infrastructure theme.","AI Infrastructure, Chips, Generative AI Platforms & Enterprise Software"
DLR,core,"Digital Realty is a leading global data center provider, directly operating and providing the infrastructure for cloud computing and other data-intensive applications.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
EQIX,core,"Equinix is a data center REIT, directly providing data center infrastructure and connectivity services, which is central to the cloud computing, data centers, hyperscale, and network infrastructure theme.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
ANET,core,"Arista Networks specializes in data center networking solutions, particularly software-defined networking (SDN), which directly aligns with the theme of Cloud Computing, Data Centers, Hyperscaleers & Network Infrastructure.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
AKAM,core,"Akamai provides a content delivery network (CDN) which is a key component of cloud infrastructure and data centers, offering global distributed data centers and proprietary software for content delivery, security, and intelligent platform services.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
SMCI,core,"Supermicro's core business is the provision of high-performance servers, storage, and related software solutions specifically for data centers, cloud computing, AI, and 5G, directly aligning with the investment theme.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
NET,core,"Cloudflare provides cloud computing and cybersecurity services, including content delivery networks, DNS, and DDoS protection, which are core components of the cloud infrastructure and network security space.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
CSCO,core,"Cisco's business is fundamentally centered around networking hardware, software, and services, with a strategic focus on cloud-centric solutions and AI capabilities, aligning with the core theme of Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
ORCL,core,"Oracle is a leading provider of cloud computing services, database software, and enterprise applications, with a strong focus on cloud infrastructure and AI, making it a core player in the cloud computing, data centers, hyperscalers, and network infrastructure theme.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
HPE,core,"HPE's business is directly focused on providing computing, storage, networking, and cloud solutions, with a strong emphasis on cloud infrastructure and data center networking, making it a core player in the cloud computing space.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
AVGO,core,"Broadcom's business is centered around infrastructure software, data center solutions, and networking equipment, directly aligning with the Cloud Computing, Data Centers, Hyperscaleers & Network Infrastructure theme.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
KD,core,"Kyndryl Holdings Inc. provides IT services specializing in cloud, security, network, and data domains, leveraging partnerships with major cloud providers, directly aligning with the cloud computing, data centers, and network infrastructure theme.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
NTNX,core,"Nutanix provides hyper-converged infrastructure software, enabling consistent cloud operating models and simplifying hybrid and multi-cloud environments, which directly aligns with the core business of cloud computing, data centers, hyperscalers, and network infrastructure.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
INFA,core,"Informatica's business is centered around data integration, data management, and cloud computing integration, with a strategic transition towards a cloud-first model, positioning it as a core player in the cloud computing space.","Cloud Computing, Data Centers, Hyperscalers & Network Infrastructure"
